0.010588,0.017255,0.016078,0.025882,0.031765,0.015686
0.011373,0.016078,0.016863,0.026667,0.030196,0.016863
0.012941,0.015294,0.018039,0.027451,0.027843,0.018039
0.014118,0.01451,0.018824,0.028627,0.02549,0.019216
0.015686,0.013725,0.019608,0.029412,0.023137,0.02
0.017255,0.013333,0.020392,0.030588,0.020392,0.02
0.018431,0.012941,0.021176,0.031765,0.018039,0.02
0.019608,0.012941,0.021961,0.032941,0.016078,0.019216
0.02,0.012941,0.022353,0.033725,0.01451,0.018431
0.020392,0.012941,0.022745,0.03451,0.013333,0.017255
0.020784,0.013333,0.023529,0.034902,0.012549,0.015686
0.020392,0.014118,0.023922,0.034902,0.012157,0.014118
0.019608,0.01451,0.024314,0.034118,0.012549,0.012941
0.018824,0.015294,0.025098,0.033333,0.013333,0.011765
0.018039,0.016078,0.025882,0.031765,0.01451,0.010588
0.017255,0.016863,0.026667,0.030196,0.015686,0.010196
0.016078,0.018039,0.027451,0.027843,0.016863,0.010196
0.015294,0.018824,0.028627,0.02549,0.018039,0.010196
0.01451,0.019608,0.029412,0.023137,0.019216,0.01098
0.013725,0.020392,0.030588,0.020392,0.02,0.012157
0.013333,0.021176,0.031765,0.018039,0.02,0.013333
0.012941,0.021961,0.032941,0.016078,0.02,0.014902
0.012941,0.022353,0.033725,0.01451,0.019216,0.016863
0.012941,0.022745,0.03451,0.013333,0.018431,0.018431
0.012941,0.023529,0.034902,0.012549,0.017255,0.020392
0.013333,0.023922,0.034902,0.012157,0.015686,0.021961
0.014118,0.024314,0.034118,0.012549,0.014118,0.023137
0.01451,0.025098,0.033333,0.013333,0.012941,0.024706
0.015294,0.025882,0.031765,0.01451,0.011765,0.02549
0.016078,0.026667,0.030196,0.015686,0.010588,0.026667
0.016863,0.027451,0.027843,0.016863,0.010196,0.027059
0.018039,0.028627,0.02549,0.018039,0.010196,0.027451
0.018824,0.029412,0.023137,0.019216,0.010196,0.027843
0.019608,0.030588,0.020392,0.02,0.01098,0.027843
0.020392,0.031765,0.018039,0.02,0.012157,0.027843
0.021176,0.032941,0.016078,0.02,0.013333,0.027843
0.021961,0.033725,0.01451,0.019216,0.014902,0.027451
0.022353,0.03451,0.013333,0.018431,0.016863,0.027059
0.022745,0.034902,0.012549,0.017255,0.018431,0.026667
0.023529,0.034902,0.012157,0.015686,0.020392,0.025882
0.023922,0.034118,0.012549,0.014118,0.021961,0.02549
0.024314,0.033333,0.013333,0.012941,0.023137,0.024706
0.025098,0.031765,0.01451,0.011765,0.024706,0.023922
0.025882,0.030196,0.015686,0.010588,0.02549,0.023529
0.026667,0.027843,0.016863,0.010196,0.026667,0.023137
0.027451,0.02549,0.018039,0.010196,0.027059,0.023137
0.028627,0.023137,0.019216,0.010196,0.027451,0.023137
0.029412,0.020392,0.02,0.01098,0.027843,0.023137
0.030588,0.018039,0.02,0.012157,0.027843,0.023529
0.031765,0.016078,0.02,0.013333,0.027843,0.023922
0.032941,0.01451,0.019216,0.014902,0.027843,0.024706
0.033725,0.013333,0.018431,0.016863,0.027451,0.02549
0.03451,0.012549,0.017255,0.018431,0.027059,0.026275
0.034902,0.012157,0.015686,0.020392,0.026667,0.027451
0.034902,0.012549,0.014118,0.021961,0.025882,0.028235
0.034118,0.013333,0.012941,0.023137,0.02549,0.02902
0.033333,0.01451,0.011765,0.024706,0.024706,0.029412
0.031765,0.015686,0.010588,0.02549,0.023922,0.030196
0.030196,0.016863,0.010196,0.026667,0.023529,0.030588
0.027843,0.018039,0.010196,0.027059,0.023137,0.030588
0.02549,0.019216,0.010196,0.027451,0.023137,0.03098
0.023137,0.02,0.01098,0.027843,0.023137,0.03098
0.020392,0.02,0.012157,0.027843,0.023137,0.03098
0.018039,0.02,0.013333,0.027843,0.023529,0.03098
0.016078,0.019216,0.014902,0.027843,0.023922,0.030588
0.01451,0.018431,0.016863,0.027451,0.024706,0.030196
0.013333,0.017255,0.018431,0.027059,0.02549,0.029804
0.012549,0.015686,0.020392,0.026667,0.026275,0.029412
0.012157,0.014118,0.021961,0.025882,0.027451,0.028235
0.012549,0.012941,0.023137,0.02549,0.028235,0.027451
0.013333,0.011765,0.024706,0.024706,0.02902,0.026275
0.01451,0.010588,0.02549,0.023922,0.029412,0.024706
0.015686,0.010196,0.026667,0.023529,0.030196,0.023137
0.016863,0.010196,0.027059,0.023137,0.030588,0.021569
0.018039,0.010196,0.027451,0.023137,0.030588,0.02
0.019216,0.01098,0.027843,0.023137,0.03098,0.018431
0.02,0.012157,0.027843,0.023137,0.03098,0.016863
0.02,0.013333,0.027843,0.023529,0.03098,0.015686
0.02,0.014902,0.027843,0.023922,0.03098,0.014902
0.019216,0.016863,0.027451,0.024706,0.030588,0.01451
0.018431,0.018431,0.027059,0.02549,0.030196,0.014118
0.017255,0.020392,0.026667,0.026275,0.029804,0.014902
0.015686,0.021961,0.025882,0.027451,0.029412,0.015686
0.014118,0.023137,0.02549,0.028235,0.028235,0.016863
0.012941,0.024706,0.024706,0.02902,0.027451,0.018431
0.011765,0.02549,0.023922,0.029412,0.026275,0.020392
0.010588,0.026667,0.023529,0.030196,0.024706,0.022353
0.010196,0.027059,0.023137,0.030588,0.023137,0.024314
0.010196,0.027451,0.023137,0.030588,0.021569,0.025882
0.010196,0.027843,0.023137,0.03098,0.02,0.027451
0.01098,0.027843,0.023137,0.03098,0.018431,0.028235
0.012157,0.027843,0.023529,0.03098,0.016863,0.02902
0.013333,0.027843,0.023922,0.03098,0.015686,0.02902
0.014902,0.027451,0.024706,0.030588,0.014902,0.028627
0.016863,0.027059,0.02549,0.030196,0.01451,0.027843
0.018431,0.026667,0.026275,0.029804,0.014118,0.026667
0.020392,0.025882,0.027451,0.029412,0.014902,0.02549
0.021961,0.02549,0.028235,0.028235,0.015686,0.023922
0.023137,0.024706,0.02902,0.027451,0.016863,0.022353
